date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:42	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b3-b7e%22	https://templates.hibootstrap.com/pento/default/assets/js/jquery.nice-select.min.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/jquery.nice-select.min.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:43	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b2-94d%22	https://templates.hibootstrap.com/pento/default/assets/js/jquery.ajaxchimp.min.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/jquery.ajaxchimp.min.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:43	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b2-17a7%22	https://templates.hibootstrap.com/pento/default/assets/js/form-validator.min.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:43	1178/1178	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b1-80a%22	https://templates.hibootstrap.com/pento/default/assets/js/contact-form-script.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:43	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b2-7107%22	https://templates.hibootstrap.com/pento/default/assets/js/jquery.mixitup.min.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/jquery.mixitup.min.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:44	4604/4604	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f28f8b2-1863%22	https://templates.hibootstrap.com/pento/default/assets/js/custom.js	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/js/custom.js	(from https://templates.hibootstrap.com/pento/default/index-3.html)
10:20:44	263296/263296	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f28f8ae-40480%22	https://templates.hibootstrap.com/pento/default/assets/fonts/boxicons.eot	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/fonts/boxicons.eot	(from https://templates.hibootstrap.com/pento/default/assets/css/boxicons.min.css)
10:20:46	89924/89924	---M--	200	added ('OK')	application/octet-stream	etag:%225f28f8b0-15f44%22	https://templates.hibootstrap.com/pento/default/assets/fonts/boxicons.woff2	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/fonts/boxicons.woff2	(from https://templates.hibootstrap.com/pento/default/assets/css/boxicons.min.css)
10:20:46	263204/263204	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225f28f8af-40424%22	https://templates.hibootstrap.com/pento/default/assets/fonts/boxicons.woff	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/fonts/boxicons.woff	(from https://templates.hibootstrap.com/pento/default/assets/css/boxicons.min.css)
10:20:47	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2004:46:44%20GMT	https://templates.hibootstrap.com/pento/default/assets/css/owl.video.play.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/css/owl.video.play.png	(from https://templates.hibootstrap.com/pento/default/assets/css/owl.carousel.min.css)
10:20:47	263128/263128	---M--	200	added ('OK')	application/octet-stream	etag:%225f28f8ae-403d8%22	https://templates.hibootstrap.com/pento/default/assets/fonts/boxicons.ttf	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/fonts/boxicons.ttf	(from https://templates.hibootstrap.com/pento/default/assets/css/boxicons.min.css)
10:20:49	933813/933813	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f28f8b0-e3fb5%22	https://templates.hibootstrap.com/pento/default/assets/fonts/boxicons.svg?	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/fonts/boxiconsd41d.svg	(from https://templates.hibootstrap.com/pento/default/assets/css/boxicons.min.css)
10:20:51	171902/171902	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8cf-2b8f5%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main2.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main2.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:20:51	129842/129842	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d0-20b8c%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main3.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main3.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:20:51	196048/196048	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d0-322ab%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main1.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main1.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:20:52	31999/31999	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d2-7cff%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/faq-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/faq-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:20:54	86352/86352	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d2-1cc71%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/contact.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/contact.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:20:59	195763/195763	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d6-319ec%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/search-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/search-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:01	363656/363656	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8d8-601d8%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/subscribe-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/subscribe-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:06	162999/162999	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8ef-297d0%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider1.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider1.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:06	200427/200427	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8ef-3286e%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider3.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider3.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:07	169912/169912	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8ef-2b591%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider2.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/banner-slider2.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:08	902887/902887	---M--	200	added ('OK')	image/png	etag:%225f28f8ce-fb2b7%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/about.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/about.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:11	154468/154468	---M--	200	added ('OK')	image/png	etag:%225f28f8ec-38f09%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/address-bg.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/address-bg.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:11	188195/188195	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8f1-36b5d%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/house-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/house-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:11	107381/107381	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8f0-22f01%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/fun.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/fun.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:13	41078/41078	---M--	200	added ('OK')	image/png	etag:%225f28f8ea-e91f%22	https://templates.hibootstrap.com/pento/default/assets/img/home-three/time-bg.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-three/time-bg.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:13	173668/173668	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8ef-3241e%22	https://templates.hibootstrap.com/pento/default/assets/img/home-two/contact-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-two/contact-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:15	64973/64973	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e7-15b16%22	https://templates.hibootstrap.com/pento/default/assets/img/home-three/counter-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-three/counter-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:16	109165/109165	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e8-1bf51%22	https://templates.hibootstrap.com/pento/default/assets/img/home-three/join-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-three/join-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:16	2392/2392	---M--	200	added ('OK')	image/png	etag:%225f28f8c8-d54%22	https://templates.hibootstrap.com/pento/default/assets/img/home-four/navbar-shape.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-four/navbar-shape.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:17	290461/290461	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e4-51371%22	https://templates.hibootstrap.com/pento/default/assets/img/home-three/among-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-three/among-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:20	91372/91372	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8c9-1d208%22	https://templates.hibootstrap.com/pento/default/assets/img/home-four/quote-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-four/quote-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:20	286072/286072	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e7-50e05%22	https://templates.hibootstrap.com/pento/default/assets/img/home-three/contact.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-three/contact.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:24	153126/153126	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8c6-2cf70%22	https://templates.hibootstrap.com/pento/default/assets/img/home-five/footer-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-five/footer-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:24	329984/329984	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8c9-5ae3c%22	https://templates.hibootstrap.com/pento/default/assets/img/home-four/banner-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-four/banner-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:25	156207/156207	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8ca-2dd43%22	https://templates.hibootstrap.com/pento/default/assets/img/home-four/step-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-four/step-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:28	99062/99062	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e1-18df1%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/quote-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/quote-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:29	9071/9071	---M--	200	added ('OK')	image/png	etag:%225f28f8de-236f%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/counter-bg.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/counter-bg.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:30	174081/174081	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8de-2c3d8%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/contact-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/contact-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:31	491391/491391	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8dd-8c20e%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/banner-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/banner-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:34	169630/169630	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e1-2b154%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/nearly-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/nearly-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:34	70857/70857	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e1-1223f%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/nearly-main.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/nearly-main.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:36	39423/39423	---M--	200	added ('OK')	image/png	etag:%225f28f8e1-99ff%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/sub-bg.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/sub-bg.png	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
10:21:37	5697/5697	---M--	200	added ('OK')	image/png	etag:%225f28f8d0-1641%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-shape1.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-shape1.png	(from https://templates.hibootstrap.com/pento/default/index.html)
10:21:38	5305/5305	---M--	200	added ('OK')	image/png	etag:%225f28f8d0-14ef%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-shape2.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-shape2.png	(from https://templates.hibootstrap.com/pento/default/index.html)
10:21:39	1083/1083	---M--	200	added ('OK')	image/png	etag:%225f28f8cf-43b%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main-shape.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/banner-main-shape.png	(from https://templates.hibootstrap.com/pento/default/index.html)
10:21:39	2446/2446	---M--	200	added ('OK')	image/png	etag:%225f28f8cb-10a0%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/about=sig.png	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/about=sig.png	(from https://templates.hibootstrap.com/pento/default/index.html)
10:21:42	105649/105649	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8cc-1b306%22	https://templates.hibootstrap.com/pento/default/assets/img/home-one/advisor.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-one/advisor.jpg	(from https://templates.hibootstrap.com/pento/default/index.html)
10:21:42	513865/513865	---M--	200	added ('OK')	image/jpeg	etag:%225f28f8e0-8e492%22	https://templates.hibootstrap.com/pento/default/assets/img/home-six/loan-bg.jpg	C:/Users/Ajay/Desktop/Newprojecttemp/templates.hibootstrap.com/pento/default/assets/img/home-six/loan-bg.jpg	(from https://templates.hibootstrap.com/pento/default/assets/css/style.css)
